,compound,Target,agl_thermal_expansion_300K,mean_EffectiveCoordination,mean_BondLengthVariation,mean_WCMagnitude_Shell1,mean_WCMagnitude_Shell2,mean_WCMagnitude_Shell3,MaxPackingEfficiency,mean_NeighDiff_shell1_Number,mean_NeighDiff_shell1_MendeleevNumber,mean_NeighDiff_shell1_AtomicWeight,mean_NeighDiff_shell1_MeltingT,mean_NeighDiff_shell1_Column,mean_NeighDiff_shell1_Row,mean_NeighDiff_shell1_CovalentRadius,mean_NeighDiff_shell1_Electronegativity,mean_NeighDiff_shell1_NsValence,mean_NeighDiff_shell1_NpValence,mean_NeighDiff_shell1_NdValence,mean_NeighDiff_shell1_NfValence,mean_NeighDiff_shell1_NValance,mean_NeighDiff_shell1_NsUnfilled,mean_NeighDiff_shell1_NpUnfilled,mean_NeighDiff_shell1_NdUnfilled,mean_NeighDiff_shell1_NfUnfilled,mean_NeighDiff_shell1_NUnfilled,mean_NeighDiff_shell1_GSvolume_pa,mean_NeighDiff_shell1_GSbandgap,mean_NeighDiff_shell1_GSmagmom,mean_NeighDiff_shell1_SpaceGroupNumber,mean_Number,mean_MendeleevNumber,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_AtomicWeight,mean_MeltingT,mean_Column,mean_Row,mean_CovalentRadius,mean_Electronegativity,mean_NsValence,mean_NpValence,mean_NdValence,mean_NfValence,mean_NValance,mean_NsUnfilled,mean_NpUnfilled,mean_NdUnfilled,mean_NfUnfilled,mean_NUnfilled,mean_GSvolume_pa,mean_GSbandgap,mean_GSmagmom,mean_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar
55,C1In1La3,0.451,4.51e-05,10.63529004,0.07344465,0.663024806,0.40450506,0.236844767,0.44691951,21.56594927,48.97183672,55.42241023,1259.995557,8.14033395,1.848528137,74.13714901,0.803961781,0.0,1.135083487,4.151471863,0.0,4.5731107,0.0,3.535083487,7.005250462,0.0,3.470166975,16.47870888,1.603823573,0.0,23.19013606,45.2,38.2,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,108.709022,1566.35,7.2,5.0,167.8,1.526,2.0,0.6,2.6,0.0,5.2,0.0,1.8,5.4,0.0,7.2,28.1185,0.8992,0.0,183.0,0.384615385,0.115384615,0.5,0.0,0.0,0.408814242,0.135336895
56,Al4Se8Sr2,0.589,5.89e-05,8.342636707,0.149849727,0.617383206,0.302783299,0.140068422,0.324103299,11.40065297,31.18549918,27.8562301,369.2836016,5.500538155,0.779264376,22.37042791,0.909811856,0.0,2.580597607,7.628678508,0.0,10.20927611,0.0,2.045799074,0.0,0.0,2.045799074,12.86618353,0.609531413,0.0,160.9651165,28.57142857,72.85714286,0.654653671,0.597048457,0.575065028,0.572069151,0.571484405,65.34615389,698.9914286,13.14285714,3.857142857,131.0,2.052857143,2.0,2.571428571,5.714285714,0.0,10.28571429,0.0,2.571428571,0.0,0.0,2.571428571,27.26714286,0.456571429,0.0,104.4285714,0.194444444,0.25,0.555555556,0.0,1.0,0.472707576,0.15031899
57,Ge6Rh10,0.349,3.49e-05,11.33069325,0.074204,0.486825987,0.179455893,0.075887961,0.539559695,9.060345859,13.93899363,21.09353058,714.7915933,3.484748407,0.696949681,15.33289299,0.188176414,0.696949681,1.393899363,1.393899363,0.0,3.484748407,0.696949681,2.787798726,1.393899363,0.0,0.696949681,6.526933767,0.266931728,0.0,0.0,40.125,66.5,0.728868987,0.667100412,0.63443105,0.627469952,0.625376889,91.5559375,1852.4,10.875,4.625,133.75,2.17875,1.375,0.75,8.75,0.0,10.875,0.625,1.5,1.25,0.0,3.375,17.151875,0.143625,0.0,225.0,0.126436782,0.068965517,0.804597701,0.0,0.0,0.018059929,0.008465592
58,C1Er1Rh3,0.307,3.07e-05,10.63529004,0.07344465,0.663024806,0.40450506,0.236844767,0.44691951,23.60986394,16.54033395,59.55813931,762.6669445,4.31344465,1.491805812,43.36069881,0.534819419,0.778361162,0.71344465,6.2268893,5.05966605,3.891805812,0.778361162,1.4268893,1.556722325,0.843277675,0.778361162,9.998448701,1.603823573,0.0,24.12919604,41.8,57.8,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,97.59724,2460.8,8.8,4.6,138.2,2.126,1.4,0.4,4.8,2.4,9.0,0.6,0.8,1.2,0.4,3.0,15.429,0.8992,0.0,212.6,0.155555556,0.044444444,0.533333333,0.266666667,0.0,0.34885635,0.089105082
59,Ga4La4Pt4,0.452,4.52e-05,11.26664973,0.078554786,0.526327725,0.149665835,0.07621104,0.529211582,29.68332622,36.42087904,79.17874657,1100.433869,5.998479328,1.232268854,50.71951046,0.726745838,0.650658625,0.616134427,5.359078481,9.109220747,13.08592494,0.650658625,3.080672134,5.359078481,0.0,4.323447902,13.19224132,0.0,0.0,100.2678929,55.33333333,50.0,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,134.5708233,1179.103333,8.666666667,5.333333333,155.0,1.73,1.666666667,0.333333333,6.666666667,4.666666667,13.33333333,0.333333333,1.666666667,3.333333333,0.0,5.333333333,23.59166667,0.0,0.0,161.0,0.125,0.025,0.5,0.35,0.0,0.29397173,0.103579269
60,Rh4Sb12,0.449,4.49e-05,8.028353363,0.101923876,0.200315143,0.122950792,0.11786805,0.376573096,2.700709073,11.70307265,8.486753202,600.1065583,2.700709073,0.0,1.350354536,0.103527181,0.450118179,1.350354536,0.900236358,0.0,2.700709073,0.450118179,1.350354536,0.900236358,0.0,0.0,8.066117764,0.0,0.0,26.55697255,49.5,78.5,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,117.046375,1237.085,13.5,5.0,139.75,2.1075,1.75,2.25,9.5,0.0,13.5,0.25,2.25,0.5,0.0,3.0,27.08,0.0,0.0,180.75,0.12962963,0.166666667,0.703703704,0.0,0.0,0.013137934,0.004926725
61,Co8Ge26Lu6,0.512,5.12e-05,11.4716197,0.0745507,0.371978136,0.125439723,0.087844256,0.51845922,14.02451171,17.28075163,37.01662673,369.9368233,4.723055683,0.623434691,22.43806,0.264319123,0.0,1.141100644,3.581955039,4.364042836,2.802687272,0.0,2.282201288,3.581955039,0.0,1.932093774,6.592613567,0.218520773,0.578807682,17.68705998,36.85,69.1,0.696419414,0.658853227,0.650443008,0.650027478,0.650000522,85.247659,1431.41,11.35,4.3,131.25,1.873,2.0,1.3,8.05,2.1,13.45,0.0,2.6,1.95,0.0,4.55,21.332,0.24895,0.310031305,214.15,0.148698885,0.096654275,0.598513011,0.156133829,0.0,0.127942572,0.031374741
62,Nb2Pt2,0.244,2.44e-05,11.9715645,0.016373229,0.353894224,0.046159257,0.016596898,0.701488865,25.04704315,10.83115379,69.16884479,479.6847237,3.384735561,0.676947112,18.95451914,0.460324036,0.0,0.0,3.384735561,9.47725957,12.86199513,0.0,0.0,3.384735561,0.0,3.384735561,2.139152874,0.0,0.0,2.707788449,59.5,55.0,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,143.99519,2395.7,7.5,5.5,150.0,1.94,1.0,0.0,6.5,7.0,14.5,1.0,0.0,3.5,0.0,4.5,16.6,0.0,0.0,227.0,0.068965517,0.0,0.448275862,0.482758621,0.0,0.109168515,0.054584258
63,F12Na4Zn4,0.935,9.35e-05,9.486745713,0.102575768,0.637948507,0.367674718,0.182628173,0.403346645,8.459091963,45.60407033,18.51167036,360.7374044,8.300107887,1.131547265,67.71888882,2.079525473,0.405883977,3.835384141,3.644704372,0.0,4.257656047,0.405883977,0.767076828,0.0,0.0,0.364470437,9.465254325,1.511141352,0.0,151.5126914,13.6,70.0,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,29.07299578,244.81,12.8,2.6,91.8,2.904,1.8,3.0,2.0,0.0,6.8,0.2,0.6,0.0,0.0,0.8,14.46516667,1.182,0.0,93.6,0.264705882,0.441176471,0.294117647,0.0,1.0,0.902277652,0.404501137
64,Ca8H4N4,0.641,6.41e-05,6.852578855,0.050989976,0.86817299,0.733206388,0.627681587,0.493032405,14.88174751,74.62085891,30.28596658,1004.995968,6.789962448,2.324610169,116.3365691,1.530146965,0.456437179,1.461582754,0.0,0.0,1.918019934,0.456437179,1.461582754,0.0,0.0,1.908474998,25.20683164,6.659029813,0.0,28.95668134,12.0,47.0,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,23.79266,576.765,5.0,2.75,113.5,1.81,1.75,0.75,0.0,0.0,2.5,0.25,0.75,0.0,0.0,1.0,24.2309375,3.5725,0.0,209.5,0.7,0.3,0.0,0.0,1.0,0.646686672,0.257467261
65,Mn2Te2,0.692,6.92e-05,7.296190622,0.053655205,0.797628145,0.599188085,0.464897304,0.523573332,24.26797996,34.15493476,65.30958769,715.7615985,8.089326653,0.898814073,0.898814073,0.49434774,0.0,3.59525629,4.494070363,0.0,8.089326653,0.0,1.797628145,4.494070363,0.0,2.696442218,21.81938314,0.41704973,0.000279,58.42291471,38.5,71.0,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,91.2690225,1120.83,11.5,4.5,138.5,1.825,2.0,2.0,7.5,0.0,11.5,0.0,1.0,2.5,0.0,3.5,22.62545977,0.232,0.000155,184.5,0.173913043,0.173913043,0.652173913,0.0,1.0,0.072836172,0.036418086
66,Dy2S4,0.435,4.35e-05,10.21041509,0.062227962,0.440915977,0.185227079,0.071976869,0.580946592,32.02035504,36.50320474,83.53150019,830.3774631,8.32529231,1.921221302,55.71541777,0.870953657,0.0,2.561628403,0.0,6.404071008,3.842442605,0.0,1.280814202,0.0,2.561628403,1.280814202,3.492219971,1.410176436,0.0,79.41048049,32.66666667,69.0,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,75.54333333,820.5733333,11.66666667,4.0,134.0,2.126666667,2.0,2.666666667,0.0,3.333333333,8.0,0.0,1.333333333,0.0,1.333333333,2.666666667,27.60458333,1.468,0.0,111.3333333,0.25,0.333333333,0.0,0.416666667,0.0,0.370229619,0.164546497
67,Ba1O3Pu1,0.404,4.04e-05,10.63529004,0.07344465,0.663024806,0.40450506,0.236844767,0.44691951,50.91678415,55.3613358,132.4893323,704.6721285,10.54033395,3.470166975,105.9875881,1.845699258,0.0,3.11344465,0.0,2.14033395,2.4,0.0,1.556722325,0.0,2.8537786,2.983611625,26.17457493,0.0,0.113438997,91.85235007,34.8,58.8,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,85.86504,415.48,10.6,3.8,120.0,2.498,2.0,2.4,0.0,1.2,5.6,0.0,1.2,0.0,1.6,2.8,21.797,0.0,0.063600728,55.2,0.357142857,0.428571429,0.0,0.214285714,1.0,0.803211356,0.360998909
68,Ir4Zr12,0.266,2.66e-05,11.68936328,0.066151286,0.333187867,0.066346415,0.049082811,0.53167472,17.82585977,7.708479902,48.65640692,294.3675763,2.408899969,0.481779994,16.38051979,0.419148595,0.0,0.0,2.408899969,6.744919914,9.153819883,0.0,0.0,2.408899969,0.0,2.408899969,4.328793245,0.0,0.0,14.93517981,49.25,48.0,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,116.47225,2280.75,5.25,5.25,166.5,1.5475,2.0,0.0,3.25,3.5,8.75,0.0,0.0,6.75,0.0,6.75,20.94875,0.0,0.0,201.75,0.228571429,0.0,0.371428571,0.4,0.0,0.172399724,0.064649897
69,Au2Nb1,0.37,3.7e-05,11.30760495,0.044863152,0.201257306,0.052639036,0.002680261,0.604753213,20.28790117,10.14395059,55.55691659,754.2134039,3.203352817,0.533892136,14.94897981,0.501858608,0.0,0.0,3.203352817,7.474489905,10.67784272,0.0,0.0,3.203352817,0.0,3.203352817,0.790160361,0.0,0.0,2.135568544,66.33333333,59.66666667,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,162.2798393,1808.22,9.0,5.666666667,145.3333333,2.226666667,1.0,0.0,8.0,9.333333333,18.33333333,1.0,0.0,2.0,0.0,3.0,17.19333333,0.0,0.0,226.3333333,0.054545455,0.0,0.436363636,0.509090909,0.0,0.198203144,0.088090286
70,Ni3P3W3,0.273,2.73e-05,11.31145088,0.067554014,0.435046285,0.138215825,0.059403511,0.524946888,34.58342058,19.89808246,89.148925,2030.738218,5.505701428,1.784351416,32.61134451,0.25173207,0.0,1.936998596,4.796148037,7.970796521,8.92175708,0.0,1.936998596,3.568702832,0.0,2.261398637,7.38071209,1.049207573,0.329474048,146.2609327,39.0,65.0,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,91.169054,1913.433333,10.33333333,4.333333333,131.0,2.153333333,2.0,1.0,4.0,4.666666667,11.66666667,0.0,1.0,2.666666667,0.0,3.666666667,16.3134127,0.541666667,0.1984649,152.0,0.171428571,0.085714286,0.342857143,0.4,0.0,0.049364908,0.016882898
71,Ir4Si4Ta4,0.213,2.13e-05,11.21110351,0.070121262,0.480724115,0.141228521,0.060548361,0.553623299,40.54271526,18.66780493,105.5688955,1003.217461,5.57491169,1.943069858,36.37004755,0.408321797,0.0,1.295379905,4.272077915,9.067659336,12.04435735,0.0,2.59075981,4.279531785,0.0,2.33459846,3.779246066,0.500664333,0.0,2.332734992,54.66666667,62.0,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,133.7501267,2572.0,9.333333333,5.0,140.6666667,1.866666667,2.0,0.666666667,3.333333333,9.333333333,15.33333333,0.0,1.333333333,3.333333333,0.0,4.666666667,17.59,0.257666667,0.0,227.0,0.130434783,0.043478261,0.217391304,0.608695652,0.0,0.115294095,0.039278537
72,B8Fe4,0.205,2.05e-05,10.2539364,0.071659266,0.345271046,0.022874794,0.008200349,0.459569383,12.55586309,10.16427012,26.92574945,321.0713562,2.989491212,1.195796485,28.69911564,0.125558631,0.0,0.597898242,3.587389455,0.0,2.989491212,0.0,2.989491212,2.39159297,0.0,0.597898242,2.127022998,0.911196922,1.261961579,37.66758928,12.0,66.33333333,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,25.82233333,2169.0,11.33333333,2.666666667,100.0,1.97,2.0,0.666666667,2.0,0.0,4.666666667,0.0,3.333333333,1.333333333,0.0,4.666666667,8.358333333,1.016,0.703554267,187.0,0.428571429,0.142857143,0.428571429,0.0,0.0,0.010964447,0.004873088
73,La1S1,0.475,4.75e-05,11.95692194,0.051981525,0.551981525,0.253855585,0.137553494,0.680174762,31.81562125,58.19930717,82.90721776,624.3932069,10.08787991,2.327972287,79.15105775,1.148466328,0.0,3.103963049,0.775990762,0.0,2.327972287,0.0,1.551981525,6.98391686,0.0,5.431935336,8.621742363,1.708731658,0.0,96.22285452,36.5,50.5,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,85.485235,790.68,9.5,4.5,156.0,1.84,2.0,2.0,0.5,0.0,4.5,0.0,1.0,4.5,0.0,5.5,31.3421875,1.101,0.0,132.0,0.444444444,0.444444444,0.111111111,0.0,0.0,0.421663847,0.210831924
74,Br1K3O1,1.96902,0.000196902,10.63529004,0.07344465,0.663024806,0.40450506,0.236844767,0.44691951,10.67016697,68.75544835,25.44516122,130.3218956,12.09705627,0.71344465,83.86698204,1.836919604,0.778361162,3.535083487,4.216388375,0.0,8.529833025,0.778361162,1.135083487,0.0,0.0,0.356722325,41.22552035,0.614327786,0.0,146.9791527,20.0,38.2,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,42.63966,266.038,7.2,3.6,159.0,1.772,1.4,1.8,2.0,0.0,5.2,0.6,0.6,0.0,0.0,1.2,51.581,0.2914,0.0,152.6,0.269230769,0.346153846,0.384615385,0.0,1.0,0.820234131,0.364952615
75,Ga2P2,0.559,5.59e-05,5.37596314,0.146607972,0.77028599,0.535584284,0.386727548,0.338922473,14.16228792,7.966286956,34.29861658,12.7372077,1.77028599,0.885142995,13.27714493,0.336354338,0.0,1.77028599,8.851429951,0.0,7.081143961,0.0,1.77028599,0.0,0.0,1.77028599,3.286304117,1.438357367,0.0,54.87886569,23.0,78.5,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,50.348381,310.105,14.0,3.5,114.5,2.0,2.0,2.0,5.0,0.0,9.0,0.0,4.0,0.0,0.0,4.0,20.71386905,0.8125,0.0,33.0,0.222222222,0.222222222,0.555555556,0.0,1.0,0.035456166,0.017728083
76,Au4In8Na12,1.8131,0.00018131,12.6562118,0.053787556,0.360022671,0.110409762,0.106919301,0.596273919,26.3074694,32.96616096,66.62695634,313.2154645,5.457435899,1.201423343,12.51866601,0.616599709,0.516165471,0.516165471,4.425104958,4.429632927,9.106954172,0.516165471,2.580827353,0.0,0.0,2.064661883,4.597179084,0.0,0.0,46.16027246,35.0,37.0,0.623609564,0.550321208,0.512897481,0.504110433,0.500861217,82.59531281,551.5733333,6.666666667,4.166666667,153.0,1.481666667,1.333333333,0.333333333,5.0,2.333333333,9.0,0.666666667,1.666666667,0.0,0.0,2.333333333,25.49166667,0.0,0.0,198.3333333,0.148148148,0.037037037,0.555555556,0.259259259,0.0,0.476922164,0.149510755
77,Al1Pt3,0.332,3.32e-05,12.0,2.02e-16,0.333333333,0.03030303,0.011570248,0.74048049,32.5,5.0,84.0512307,553.965,1.5,1.5,7.5,0.335,0.5,0.5,4.5,7.0,10.5,0.5,2.5,0.5,0.0,1.5,0.73,0.0,0.0,0.0,61.75,65.5,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,153.0583847,1764.4175,10.75,5.25,132.25,2.1125,1.25,0.25,6.75,10.5,18.75,0.75,1.25,0.75,0.0,2.75,15.385,0.0,0.0,225.0,0.066666667,0.013333333,0.36,0.56,0.0,0.10615688,0.03980883
78,Li3Sb1,1.43101,0.000143101,11.95692194,0.051981525,0.367987683,0.169237057,0.091702329,0.680174762,24.0,42.0,57.4095,225.045,7.0,1.5,5.5,0.535,0.5,1.5,5.0,0.0,7.0,0.5,1.5,0.0,0.0,1.0,7.483333333,0.0,0.0,31.5,15.0,22.0,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,35.64575,566.2125,4.5,2.75,130.75,1.2475,1.25,0.75,2.5,0.0,4.5,0.75,0.75,0.0,0.0,1.5,20.335,0.0,0.0,213.25,0.277777778,0.166666667,0.555555556,0.0,1.0,0.248906399,0.0933399
79,Ba2Be4N4,0.473,4.73e-05,8.575995699,0.246103676,0.623559964,0.312733284,0.200337002,0.342973424,23.92856533,37.22206237,58.43675272,1101.946341,9.861765295,1.782282925,71.98785029,1.418126173,0.0,2.275791991,0.0,0.0,2.275791991,0.0,2.275791991,0.0,0.0,2.275791991,26.55835507,4.883091016,0.0,15.5949756,15.6,61.4,0.6,0.514256318,0.460906324,0.441881842,0.428730313,36.6729528,849.22,7.2,2.8,109.8,2.022,2.0,1.2,0.0,0.0,3.2,0.0,1.2,0.0,0.0,1.2,21.7815,2.5748,0.0,201.0,0.625,0.375,0.0,0.0,1.0,0.685139313,0.260651765
80,Ba1Fe1O3,0.599,5.99e-05,10.63529004,0.07344465,0.663024806,0.40450506,0.236844767,0.44691951,26.65966605,44.30294373,65.37024329,1025.008776,8.756722325,2.4,86.36786024,1.649501979,0.0,3.11344465,2.14033395,0.0,2.4,0.0,1.556722325,1.4268893,0.0,1.556722325,23.55266584,0.0,0.752920541,168.9043723,21.2,65.0,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,48.23404,595.08,11.6,3.2,109.0,2.608,2.0,2.4,1.2,0.0,5.6,0.0,1.2,0.8,0.0,2.0,20.327,0.0,0.42213256,98.8,0.357142857,0.428571429,0.214285714,0.0,0.0,0.803211356,0.323088296
81,Cl16Hg12O4,0.962,9.62e-05,8.691377785,0.174647575,0.494330921,0.275032761,0.133495403,0.252266501,46.74333287,15.93690802,121.5698186,71.42329444,3.492110125,2.35774937,29.57786882,0.887046166,0.0,3.492110125,7.089885706,9.925839989,13.7015665,0.0,0.939772229,0.0,0.0,0.939772229,4.077050122,1.635796514,0.0,84.31758444,39.5,84.5,0.637377439,0.564294679,0.521835792,0.509034206,0.502746814,94.947675,180.52,15.0,4.0,108.75,2.76,2.0,3.0,3.75,5.25,14.0,0.0,0.75,0.0,0.0,0.75,22.85096983,1.2465,0.0,95.75,0.142857143,0.214285714,0.267857143,0.375,1.0,0.404527458,0.147474103
82,Sb1Tl1,1.0309,0.00010309,5.720212434,0.160958306,0.660958306,0.359054946,0.216446923,0.340087381,24.91437458,7.474312375,68.61692819,271.3839776,1.660958306,0.830479153,4.982874917,0.357106036,0.0,1.660958306,0.0,11.62670814,9.965749834,0.0,1.660958306,0.0,0.0,1.660958306,3.861728061,0.0,0.0,23.25341628,66.0,80.5,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,163.07165,740.39,14.0,5.5,142.0,1.835,2.0,2.0,10.0,7.0,21.0,0.0,4.0,0.0,0.0,4.0,29.235,0.0,0.0,180.0,0.095238095,0.095238095,0.476190476,0.333333333,1.0,0.045172898,0.022586449
83,Dy2Pd2Sb2,0.452,4.52e-05,11.08325202,0.079634192,0.624398286,0.189690082,0.071906029,0.543274279,12.93061215,35.05051528,36.2765921,607.6284865,7.787390968,0.642902649,34.07384038,0.632221371,1.31482897,1.972243457,6.429026486,6.429026486,3.287072427,0.0,1.972243457,0.0,2.571610594,2.615146103,11.27465842,0.0,0.0,38.78745463,54.33333333,59.33333333,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,130.2266667,1472.276667,9.333333333,5.333333333,156.6666667,1.823333333,1.333333333,1.0,6.666666667,3.333333333,12.33333333,0.0,1.0,0.0,1.333333333,2.333333333,25.73666667,0.0,0.0,195.0,0.108108108,0.081081081,0.540540541,0.27027027,0.0,0.213450798,0.083837835
84,Cd2Cu2F8,0.782,7.82e-05,9.990602626,0.102655331,0.439932379,0.207178175,0.095193645,0.33452245,18.37791729,16.10697732,42.99089385,569.2936559,3.408316516,1.555022654,50.30155905,1.356447635,0.306229535,3.102086981,6.204173962,0.0,2.795857446,0.306229535,0.620417396,0.0,0.0,0.314187861,3.492351433,1.22222227,0.0,120.5478295,18.83333333,84.33333333,0.707106781,0.673540003,0.66692688,0.666678292,0.666666794,41.9917688,360.9983333,15.16666667,2.833333333,84.0,3.251666667,1.833333333,3.333333333,3.333333333,0.0,8.5,0.166666667,0.666666667,0.0,0.0,0.833333333,11.56583333,1.313333333,0.0,79.83333333,0.215686275,0.392156863,0.392156863,0.0,1.0,0.730456367,0.309809972
85,Au2O4Sc2,0.468,4.68e-05,6.71829158,0.146936192,0.6283706,0.213388665,0.182947442,0.328268869,23.60125886,40.14146917,58.2589352,1121.834145,7.206886188,1.905075447,64.91235616,1.177292679,0.249294855,2.812971476,2.94689656,3.490127964,6.120604178,0.249294855,1.406485738,4.152005823,0.0,3.478632717,7.894613171,0.0,2.93e-06,135.7183426,29.0,62.75,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,68.48032025,815.2325,11.5,3.5,109.5,2.695,1.75,2.0,2.75,3.5,10.0,0.25,1.0,2.25,0.0,3.5,14.28625,0.0,1.59e-06,110.75,0.175,0.2,0.275,0.35,1.0,0.660947393,0.247811694
86,Pb4Sr8,0.918,9.18e-05,11.16189185,0.068370043,0.461812245,0.15865731,0.044392418,0.532504415,28.58655056,47.42768616,77.6904481,291.9661354,7.796331972,0.649694331,31.83502222,0.896578177,0.0,1.299388662,6.49694331,9.095720634,16.89205261,0.0,2.598777324,0.0,0.0,2.598777324,16.97001592,0.0,0.0,0.0,52.66666667,32.33333333,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,127.48,900.2033333,6.0,5.333333333,178.6666667,1.41,2.0,0.666666667,3.333333333,4.666666667,10.66666667,0.0,1.333333333,0.0,0.0,1.333333333,45.52333333,0.0,0.0,225.0,0.1875,0.0625,0.3125,0.4375,0.0,0.378798641,0.168354952
87,Ag1In5Te8,0.824,8.24e-05,6.323241409,0.176834909,0.613526778,0.239685086,0.036340165,0.323355556,2.348935085,11.74467543,9.785291405,248.5771036,2.348935085,0.0,3.179157755,0.207158776,0.141732925,2.207202161,0.0,0.0,2.348935085,0.141732925,2.085776234,0.0,0.0,1.944043309,8.355379385,0.319459242,0.0,18.15651517,50.57142857,82.85714286,0.677630927,0.614910899,0.581937489,0.574422201,0.571946168,121.6255857,654.64,14.57142857,5.0,139.9285714,1.973571429,1.928571429,2.642857143,10.0,0.0,14.57142857,0.071428571,2.928571429,0.0,0.0,3.0,29.69547619,0.265142857,0.0,152.5714286,0.132352941,0.181372549,0.68627451,0.0,1.0,0.025275098,0.011190221
88,Mn2Si2Y1,0.588,5.88e-05,10.94033142,0.086845066,0.365597409,0.120291451,0.07894419,0.516514304,12.98374892,33.56310364,31.60855778,135.9391917,6.220160694,1.066883867,39.44095051,0.365089178,0.0,1.30175015,2.778165717,0.0,2.011476774,0.0,2.6035003,4.918410544,0.0,2.314910244,10.25382403,0.503126433,0.000165,16.07695297,23.4,54.4,0.6,0.514256318,0.460906324,0.441881842,0.428730313,50.990588,1642.2,9.0,3.8,138.0,1.624,2.0,0.8,2.2,0.0,5.0,0.0,1.6,3.8,0.0,5.4,18.84403448,0.3092,0.000124,216.4,0.4,0.16,0.44,0.0,0.0,0.109168515,0.031415659
89,Al40V4,0.55,5.5e-05,10.9424655,0.041408197,0.367177616,0.081907265,0.083589034,0.577222755,1.702618538,4.597070053,4.079467446,212.7472942,1.362094831,0.170261854,5.448379323,0.003405237,0.0,0.170261854,0.510785561,0.0,0.340523708,0.0,0.851309269,1.191832977,0.0,0.340523708,0.590808633,0.0,0.0,0.681047415,13.90909091,70.54545455,0.913625056,0.909393838,0.909092727,0.909090922,0.909090909,29.15971691,1047.063636,12.27272727,3.090909091,123.9090909,1.611818182,2.0,0.909090909,0.272727273,0.0,3.181818182,0.0,4.545454545,0.636363636,0.0,5.181818182,16.16454545,0.0,0.0,225.3636364,0.628571429,0.285714286,0.085714286,0.0,0.0,0.0001,1.65e-05
90,F3Na1V1,0.975,9.75e-05,10.63529004,0.07344465,0.663024806,0.40450506,0.236844767,0.44691951,5.837390225,55.13508349,13.07773071,893.4557089,11.0268893,1.135083487,80.20397649,2.124295918,0.421638838,3.891805812,1.070166975,0.0,3.243277675,0.421638838,0.778361162,2.497056275,0.0,2.14033395,9.415141535,1.53337149,0.0,166.5692888,12.2,65.4,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,26.18529578,542.874,11.4,2.6,98.0,2.9,1.8,3.0,0.6,0.0,5.4,0.2,0.6,1.4,0.0,2.2,14.27516667,1.182,0.0,100.6,0.333333333,0.555555556,0.111111111,0.0,1.0,0.902277652,0.405429036
91,La4Sb2,0.469,4.69e-05,10.30157483,0.057072326,0.453591428,0.200930086,0.086177055,0.575625791,3.876243808,46.51492569,11.07667032,186.8478723,7.752487615,0.646040635,43.93076315,0.613738603,0.0,1.938121904,5.814365711,0.0,7.752487615,0.0,1.938121904,5.814365711,0.0,3.876243808,3.448241887,0.0,0.0,18.08913777,55.0,37.0,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,133.1903133,1096.593333,7.0,5.666666667,184.3333333,1.416666667,2.0,1.0,4.0,0.0,7.0,0.0,1.0,6.0,0.0,7.0,35.11833333,0.0,0.0,184.6666667,0.285714286,0.142857143,0.571428571,0.0,0.0,0.201982698,0.089770088
92,P1Sn1,0.607,6.07e-05,6.0,7.85e-17,1.0,1.0,1.0,0.523598776,35.0,3.0,87.736238,187.78,1.0,2.0,32.0,0.23,0.0,1.0,10.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,10.7147619,1.625,0.0,139.0,32.5,81.5,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,74.841881,411.19,14.5,4.0,123.0,2.075,2.0,2.5,5.0,0.0,9.5,0.0,3.5,0.0,0.0,3.5,27.92761905,0.8125,0.0,71.5,0.210526316,0.263157895,0.526315789,0.0,0.0,0.013137934,0.006568967
