,compound,Target,agl_thermal_expansion_300K,mean_EffectiveCoordination,mean_BondLengthVariation,mean_WCMagnitude_Shell1,mean_WCMagnitude_Shell2,mean_WCMagnitude_Shell3,MaxPackingEfficiency,mean_NeighDiff_shell1_Number,mean_NeighDiff_shell1_MendeleevNumber,mean_NeighDiff_shell1_AtomicWeight,mean_NeighDiff_shell1_MeltingT,mean_NeighDiff_shell1_Column,mean_NeighDiff_shell1_Row,mean_NeighDiff_shell1_CovalentRadius,mean_NeighDiff_shell1_Electronegativity,mean_NeighDiff_shell1_NsValence,mean_NeighDiff_shell1_NpValence,mean_NeighDiff_shell1_NdValence,mean_NeighDiff_shell1_NfValence,mean_NeighDiff_shell1_NValance,mean_NeighDiff_shell1_NsUnfilled,mean_NeighDiff_shell1_NpUnfilled,mean_NeighDiff_shell1_NdUnfilled,mean_NeighDiff_shell1_NfUnfilled,mean_NeighDiff_shell1_NUnfilled,mean_NeighDiff_shell1_GSvolume_pa,mean_NeighDiff_shell1_GSbandgap,mean_NeighDiff_shell1_GSmagmom,mean_NeighDiff_shell1_SpaceGroupNumber,mean_Number,mean_MendeleevNumber,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_AtomicWeight,mean_MeltingT,mean_Column,mean_Row,mean_CovalentRadius,mean_Electronegativity,mean_NsValence,mean_NpValence,mean_NdValence,mean_NfValence,mean_NValance,mean_NsUnfilled,mean_NpUnfilled,mean_NdUnfilled,mean_NfUnfilled,mean_NUnfilled,mean_GSvolume_pa,mean_GSbandgap,mean_GSmagmom,mean_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar
130,Ru4Si4Ti4,0.262,2.62e-05,11.34957077,0.075468132,0.516339941,0.137407188,0.064081936,0.56329791,18.52307884,21.99442101,45.0765125,568.4013069,6.269116983,1.254268519,31.01273801,0.39625137,0.606352192,1.295832653,4.327593614,0.0,2.425408769,0.606352192,2.591665306,4.92077276,0.0,2.381619024,4.357886196,0.50083932,1.34e-05,21.38123877,26.66666667,59.0,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,59.0075,2078.333333,8.666666667,4.0,139.0,1.88,1.666666667,0.666666667,3.0,0.0,5.333333333,0.333333333,1.333333333,3.666666667,0.0,5.333333333,16.88,0.257666667,7.51e-06,205.0,0.3125,0.125,0.5625,0.0,0.0,0.103179905,0.034957647
131,F14Sr4Zn3,0.824,8.24e-05,10.60636918,0.091361868,0.605401658,0.165065693,0.108594685,0.385954227,16.20992612,37.84438557,37.50481644,535.7871752,6.875289939,1.632502009,68.14410383,1.728634675,0.0,3.149910049,2.574440207,0.0,3.149910049,0.0,0.62998201,0.0,0.0,0.62998201,17.68110332,1.241064559,0.0,124.3154574,17.52380952,73.38095238,0.707908036,0.673956283,0.666980476,0.666683444,0.666666922,38.69512594,334.6209524,13.42857143,2.857142857,92.57142857,3.07,2.0,3.333333333,1.428571429,0.0,6.761904762,0.0,0.666666667,0.0,0.0,0.666666667,18.79547619,1.313333333,0.0,80.57142857,0.295774648,0.492957746,0.211267606,0.0,1.0,0.899261275,0.376110896
132,B2Ge6Ta10,0.251,2.51e-05,10.79072335,0.072169939,0.717264248,0.310328836,0.17310604,0.556478057,37.00454124,22.86573389,95.93089169,1419.234612,6.814725889,1.936163095,45.71727516,0.401602656,0.0,1.381556159,4.813466712,10.86633946,5.991894394,0.0,3.29658286,5.43316973,0.0,2.157723263,5.058308897,0.51624638,0.0,14.42762055,51.77777778,61.0,0.657342198,0.594275693,0.563972195,0.55775206,0.555890574,125.9411556,2492.466667,8.888888889,4.888888889,143.7777778,1.73,2.0,0.777777778,5.0,7.777777778,15.55555556,0.0,1.888888889,3.888888889,0.0,5.777777778,18.53194444,0.297,0.0,220.6666667,0.128571429,0.05,0.321428571,0.5,0.0,0.070306205,0.032013467
133,Te2V2,0.679,6.79e-05,7.538171677,0.0592106,0.766170644,0.545650192,0.404972042,0.524067436,25.60947434,38.85575417,67.69599615,1289.604819,9.713938541,0.883085322,13.24627983,0.415050101,0.0,3.532341288,6.181597254,0.0,9.713938541,0.0,1.766170644,6.181597254,0.0,4.41542661,19.21004937,0.409751589,0.0,67.99756979,37.5,68.0,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,89.27075,1452.83,10.5,4.5,145.5,1.865,2.0,2.0,6.5,0.0,10.5,0.0,1.0,3.5,0.0,4.5,23.88666667,0.232,0.0,190.5,0.19047619,0.19047619,0.619047619,0.0,1.0,0.053727787,0.026863894
134,Al1Ba1Si1,0.669,6.69e-05,10.68141332,0.142989768,0.527094407,0.206488595,0.125840062,0.484677669,24.72439477,39.91232538,63.3444644,484.9244295,6.950428314,1.72006127,60.33062304,0.599440432,0.0,1.216890748,0.0,0.0,1.216890748,0.0,2.936952018,0.0,0.0,2.936952018,27.28862109,0.497454095,0.0,2.433781497,27.66666667,53.33333333,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,64.1313462,1206.823333,9.666666667,4.0,149.0,1.466666667,2.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,33.50333333,0.257666667,0.0,227.0,0.666666667,0.333333333,0.0,0.0,0.0,0.225102875,0.081658145
135,In3Zr1,0.575,5.75e-05,11.45902345,0.037802482,0.333333333,0.104982517,0.031865468,0.641029673,4.5,15.5,11.797,849.125,4.5,0.0,16.5,0.225,0.0,0.5,4.0,0.0,4.5,0.0,2.5,4.0,0.0,1.5,0.5325,0.0,0.0,27.5,46.75,67.25,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,108.9195,854.3125,10.75,5.0,150.25,1.6675,2.0,0.75,8.0,0.0,10.75,0.0,3.75,2.0,0.0,5.75,23.99375,0.0,0.0,152.75,0.186046512,0.069767442,0.744186047,0.0,0.0,0.049364908,0.018511841
136,Ru8Sc4,0.446,4.46e-05,13.049276,0.056549866,0.191286757,0.071416573,0.064444881,0.640578251,12.17759796,23.82573515,29.71020886,419.8623994,2.647303905,0.529460781,12.70705875,0.444747056,0.529460781,0.0,3.176764686,0.0,2.647303905,0.529460781,0.0,3.176764686,0.0,2.647303905,4.619545315,0.0,3.36e-06,0.0,36.33333333,41.0,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,82.365304,2342.666667,6.333333333,4.666666667,154.0,1.92,1.333333333,0.0,5.0,0.0,6.333333333,0.666666667,0.0,5.0,0.0,5.666666667,16.41833333,0.0,2.12e-06,194.0,0.210526316,0.0,0.789473684,0.0,0.0,0.161717397,0.071874399
137,Al6Hf2,0.411,4.11e-05,11.83551298,0.019149162,0.333276685,0.061399154,0.018381089,0.689487806,29.49874665,13.99940519,75.75101217,786.2315943,4.499808811,1.49993627,26.99885286,0.154993415,0.0,0.499978757,0.999957513,6.999702594,7.499681351,0.0,2.499893784,3.999830054,0.0,1.49993627,2.859878489,0.0,0.0,15.49934146,27.75,66.0,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,64.85865395,1326.6025,10.75,3.75,134.5,1.5325,2.0,0.75,0.5,3.5,6.75,0.0,3.75,2.0,0.0,5.75,17.91,0.0,0.0,217.25,0.296296296,0.111111111,0.074074074,0.518518519,0.0,0.023738697,0.008902011
138,Mg4Se8,0.665,6.65e-05,7.646294402,0.125107536,0.455775603,0.117203865,0.044400785,0.367172173,14.23425034,13.58723896,35.36240692,277.5678816,9.058159307,0.647011379,13.58723896,0.80229411,0.0,2.588045516,6.470113791,0.0,9.058159307,0.0,1.294022758,0.0,0.0,1.294022758,1.960444479,0.516962092,0.0,116.4620482,26.66666667,82.0,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,60.74166667,637.0,11.33333333,3.666666667,127.0,2.136666667,2.0,2.666666667,6.666666667,0.0,11.33333333,0.0,1.333333333,0.0,0.0,1.333333333,24.91,0.532666667,0.0,74.0,0.176470588,0.235294118,0.588235294,0.0,0.0,0.319140971,0.141840432
139,Cu4In1Tb1,0.672,6.72e-05,13.12393049,0.057694405,0.320873355,0.083105783,0.074343639,0.665503483,16.14485238,15.98162389,42.46250247,416.5666916,3.474317729,0.876734255,23.3605861,0.261564291,0.529276075,0.347326145,3.474581798,3.127123618,0.694652291,0.529276075,1.736630727,0.0,1.737290899,2.117104301,9.578980422,0.0,0.0,35.51049633,38.33333333,60.0,0.707106781,0.673540003,0.66692688,0.666678292,0.666666794,87.98789167,1248.305,10.0,4.5,144.0,1.765,1.333333333,0.166666667,8.333333333,1.5,11.33333333,0.666666667,0.833333333,0.0,0.833333333,2.333333333,16.71277778,0.0,0.0,205.5,0.117647059,0.014705882,0.735294118,0.132352941,0.0,0.112214394,0.030069193
140,Gd2O8V2,0.34,3.4e-05,9.224080743,0.146758712,0.408264467,0.248267927,0.129644571,0.242301,21.61269175,30.70879185,53.63796225,1111.453709,7.294834898,1.825082818,65.98029075,1.231088125,0.0,2.431000925,1.213668338,2.133538243,1.522123764,0.0,1.215500462,4.863833973,2.133538243,5.781871754,8.176488674,0.0,0.0,121.2141089,19.83333333,70.16666667,0.707106781,0.673540003,0.66692688,0.666678292,0.666666794,45.36485,664.7,12.0,3.0,102.1666667,2.765,2.0,2.666666667,0.666666667,1.166666667,6.5,0.0,1.333333333,2.666666667,1.166666667,5.166666667,13.58,0.0,0.0,78.5,0.307692308,0.41025641,0.102564103,0.179487179,1.0,0.714753055,0.285596665
141,As1U1,0.519,5.19e-05,11.95692194,0.051981525,0.551981525,0.253855585,0.137553494,0.680174762,45.78345497,49.66340878,126.5697658,246.7650624,9.311889147,2.327972287,59.75128869,0.62079261,0.0,2.327972287,6.98391686,2.327972287,6.98391686,0.0,2.327972287,6.98391686,8.535898385,13.19184296,1.668380139,0.0,0.0,79.92704851,62.5,52.0,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,156.475255,1249.0,9.0,5.5,157.5,1.78,2.0,1.5,5.5,1.5,10.5,0.0,1.5,4.5,5.5,11.5,21.1,0.0,0.0,114.5,0.19047619,0.142857143,0.523809524,0.142857143,1.0,0.147856211,0.073928106
142,B4Mo4Nb2,0.2,2e-05,11.20789244,0.065826416,0.469571527,0.191954611,0.098845891,0.491986198,24.28643458,15.53372471,55.94889535,369.8043895,4.959805292,1.962926489,49.59805292,0.254801139,0.65430883,0.65430883,3.348552031,0.0,2.039934371,0.65430883,3.271544148,3.651187633,0.0,1.033952314,6.518387733,0.997166656,0.0,41.22145627,27.0,58.2,0.6,0.514256318,0.460906324,0.441881842,0.428730313,61.289676,2647.6,8.6,3.8,128.0,2.0,1.4,0.4,2.8,0.0,4.6,0.6,2.0,3.2,0.0,5.8,12.781,0.6096,0.0,203.8,0.304347826,0.086956522,0.608695652,0.0,0.0,0.075405485,0.020774389
143,Al1N1,0.206,2.06e-05,6.0,0.0,1.0,1.0,1.0,0.523598776,6.0,9.0,12.9748386,870.42,2.0,1.0,50.0,1.43,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.71125,6.437,0.0,31.0,10.0,77.5,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,20.4941193,498.26,14.0,2.5,96.0,2.325,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,15.624375,3.2185,0.0,209.5,0.5,0.5,0.0,0.0,1.0,0.400239578,0.200119789
144,Au2Ge2Tb2,0.506,5.06e-05,10.80765123,0.07787413,0.621107943,0.18427658,0.068689205,0.526204984,30.9153856,32.17940471,81.77937729,269.0911016,7.082120869,1.315209835,47.56414802,0.859762351,0.658173094,1.315209835,6.386632644,9.209309728,9.155893825,0.658173094,2.630419671,0.0,3.193316322,2.613182546,9.726376094,0.251862683,0.0,19.7985612,58.66666667,58.0,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,142.843973,1392.576667,9.333333333,5.333333333,150.0,1.92,1.666666667,0.666666667,6.666666667,7.666666667,16.66666667,0.333333333,1.333333333,0.0,1.666666667,3.333333333,23.81388889,0.127666667,0.0,214.6666667,0.1,0.04,0.4,0.46,0.0,0.357394967,0.12734825
145,Al1Cr1Cu2,0.683,6.83e-05,11.95692194,0.051981525,0.551981525,0.253855585,0.137553494,0.680174762,9.379953811,12.0,21.4698964,623.265,3.5,0.5,9.0,0.211237783,0.5,0.5,6.379953811,0.0,5.379953811,0.5,2.5,2.5,0.0,3.603963049,2.738118891,0.0,0.0,2.0,23.75,62.5,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,51.51740965,1457.2525,10.25,3.75,131.0,1.7675,1.25,0.25,6.25,0.0,7.75,0.75,1.25,1.25,0.0,3.25,12.4525,0.0,0.0,226.0,0.161290323,0.032258065,0.806451613,0.0,0.0,0.020805516,0.008853683
146,La1Pt5,0.319,3.19e-05,12.5907086,0.081283575,0.279052602,0.119824893,0.119645991,0.60279066,7.461140176,17.76461947,19.95980415,301.4300631,2.487046725,0.0,25.22575964,0.419245019,0.355292389,0.0,2.842339115,4.974093451,7.461140176,0.355292389,0.0,2.842339115,0.0,2.487046725,7.772909248,0.0,0.0,11.01406407,74.5,54.66666667,0.849836586,0.835549656,0.83338666,0.833334857,0.833333342,185.7209117,1900.0,8.833333333,6.0,147.8333333,2.083333333,1.166666667,0.0,7.666666667,11.66666667,20.5,0.833333333,0.0,2.333333333,0.0,3.166666667,18.66625,0.0,0.0,219.8333333,0.056910569,0.0,0.37398374,0.569105691,0.0,0.29397173,0.081658814
147,Li2Ru2Sn8,0.631,6.31e-05,10.80017079,0.046217748,0.213712027,0.089508303,0.074351927,0.556372326,16.58964464,30.70741923,40.13518122,659.2814363,5.469099527,0.981224569,5.73744406,0.393891781,0.529929255,1.059858511,3.879311761,0.0,5.469099527,0.529929255,2.119717021,0.916980274,0.0,0.981224569,9.787854436,0.0,0.0,39.53387051,41.16666667,62.83333333,0.707106781,0.673540003,0.66692688,0.666678292,0.666666794,97.14183333,846.835,10.83333333,4.5,138.3333333,1.836666667,1.666666667,1.333333333,7.833333333,0.0,10.83333333,0.333333333,2.666666667,0.5,0.0,3.5,27.20722222,0.0,0.0,164.5,0.153846154,0.123076923,0.723076923,0.0,0.0,0.310714689,0.067872508
148,Dy2Tl2Zn2,0.716,7.16e-05,11.33445263,0.07199023,0.61098369,0.183816778,0.074060176,0.560842287,33.69440374,28.29750063,91.83594729,694.6102993,6.267385293,1.321349167,44.47500468,0.26900738,0.0,0.660674583,6.229678567,9.249444165,9.910118746,0.0,3.303372915,0.0,2.491871427,3.303372916,11.25318667,0.0,0.0,0.0,59.0,58.66666667,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,144.0877667,984.8933333,9.333333333,5.333333333,153.0,1.496666667,2.0,0.333333333,6.666666667,8.0,17.0,0.0,1.666666667,0.0,1.333333333,3.0,24.03666667,0.0,0.0,194.0,0.117647059,0.019607843,0.392156863,0.470588235,0.0,0.045172898,0.018801874
149,As2Hg2K2,1.2334,0.00012334,10.45280603,0.125710731,0.581880719,0.181887443,0.095659559,0.489930647,39.04102484,51.07416301,103.3766607,550.6988997,8.839326458,1.287160854,52.9583226,0.85694725,0.628053198,1.930741281,6.280531979,9.010125978,15.87212947,0.628053198,1.930741281,0.0,0.0,1.930741281,32.0353496,0.0,0.0,39.56735147,44.0,52.66666667,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,104.8699667,553.6166667,9.333333333,4.666666667,151.3333333,1.666666667,1.666666667,1.0,6.666666667,4.666666667,14.0,0.333333333,1.0,0.0,0.0,1.333333333,40.17308429,0.0,0.0,187.0,0.119047619,0.071428571,0.476190476,0.333333333,1.0,0.370229619,0.149393029
150,Hg1Li1,2.1634,0.00021634,11.95692194,0.051981525,0.551981525,0.253855585,0.137553494,0.680174762,59.75128869,54.31935336,150.2698351,170.2290935,8.535898385,3.103963049,3.103963049,0.791510578,0.775990762,0.0,7.759907623,10.86387067,19.39976906,0.775990762,0.0,0.0,0.0,0.775990762,6.707860377,0.0,0.0,48.88741802,41.5,36.0,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,103.7655,344.005,6.5,4.0,130.0,1.49,1.5,0.0,5.0,7.0,13.5,0.5,0.0,0.0,0.0,0.5,20.91545977,0.0,0.0,197.5,0.111111111,0.0,0.37037037,0.518518519,0.0,0.229025515,0.114512758
151,O3Rb1U1,0.355,3.55e-05,10.63529004,0.07344465,0.663024806,0.40450506,0.236844767,0.44691951,42.19220159,58.89641929,108.4934584,591.356113,10.96197279,3.048528137,111.3062832,1.839541744,0.421638838,3.11344465,0.356722325,1.070166975,2.108194188,0.421638838,1.556722325,3.210500925,3.923945575,6.842640687,38.30851561,0.0,0.0,109.6884663,30.6,57.0,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,74.298982,376.972,10.4,3.6,122.8,2.504,1.8,2.4,0.2,0.6,5.0,0.2,1.2,1.8,2.2,5.4,27.6125,0.0,0.0,65.6,0.36,0.48,0.04,0.12,1.0,0.820234131,0.359814036
152,Al14Th4,0.446,4.46e-05,11.49358842,0.07232883,0.199024345,0.098161174,0.072766692,0.582229682,31.91477145,23.62522042,84.99132486,451.5857264,4.144775513,1.657910205,35.23059186,0.128488041,0.0,0.414477551,0.828955103,0.0,0.414477551,0.0,2.072387756,3.31582041,0.0,1.243432654,6.586048289,0.0,0.0,0.0,30.11111111,60.33333333,0.808901099,0.783778229,0.778073725,0.777795046,0.77777806,72.54965447,1175.587778,10.77777778,3.888888889,139.8888889,1.541111111,2.0,0.777777778,0.444444444,0.0,3.222222222,0.0,3.888888889,1.777777778,0.0,5.666666667,20.01111111,0.0,0.0,225.0,0.620689655,0.24137931,0.137931034,0.0,0.0,0.023738697,0.008205969
153,Al1Ru1,0.286,2.86e-05,11.95692194,0.051981525,0.551981525,0.253855585,0.137553494,0.680174762,24.05571363,13.19184296,57.49196164,1298.64382,3.879953811,1.551981525,19.39976906,0.45783455,0.775990762,0.775990762,5.431935336,0.0,3.879953811,0.775990762,3.879953811,2.327972287,0.0,0.775990762,2.304692564,0.0,0.0,24.05571363,28.5,64.5,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,64.0257693,1770.235,10.5,4.0,133.5,1.905,1.5,0.5,3.5,0.0,5.5,0.5,2.5,1.5,0.0,4.5,14.995,0.0,0.0,209.5,0.272727273,0.090909091,0.636363636,0.0,0.0,0.083345821,0.041672911
154,Pt3V1,0.341,3.41e-05,12.0,1.6e-16,0.333333333,0.03030303,0.011570248,0.74048049,27.5,8.5,72.07125,70.8,2.5,1.0,8.5,0.325,0.5,0.0,3.0,7.0,9.5,0.5,0.0,3.0,0.0,2.5,1.005,0.0,0.0,2.0,64.25,58.75,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,159.048375,2076.8,8.75,5.5,140.25,2.1175,1.25,0.0,7.5,10.5,19.25,0.75,0.0,2.5,0.0,3.25,14.5175,0.0,0.0,226.0,0.064935065,0.0,0.38961039,0.545454545,0.0,0.100238004,0.037589252
155,Mn4Te8Zn2,0.794,7.94e-05,6.918184044,0.132883281,0.68631344,0.44067851,0.193909012,0.366167748,20.41457237,25.9863784,55.76984222,431.5771317,5.886375013,0.807122076,4.940293077,0.416362668,0.0,3.228488302,2.65788671,0.0,5.886375013,0.0,1.614244151,2.65788671,0.0,2.145821493,18.63668607,0.374504643,0.000165,46.12540604,41.14285714,76.14285714,0.654653671,0.597048457,0.575065028,0.572069151,0.571484405,97.95087,945.9028571,12.85714286,4.571428571,136.0,1.878571429,2.0,2.285714286,8.571428571,0.0,12.85714286,0.0,1.142857143,1.428571429,0.0,2.571428571,24.85550082,0.265142857,8.86e-05,176.5714286,0.155555556,0.177777778,0.666666667,0.0,1.0,0.072836172,0.032046643
156,Rh4Sb8,0.417,4.17e-05,8.607780471,0.105737769,0.321139308,0.085789288,0.080501603,0.430954977,3.523038154,15.26649867,11.07085381,782.8308212,3.523038154,0.0,1.761519077,0.135049796,0.587173026,1.761519077,1.174346051,0.0,3.523038154,0.587173026,1.761519077,1.174346051,0.0,0.0,10.52214062,0.0,0.0,34.64320851,49.0,76.33333333,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,115.4751667,1348.186667,13.0,5.0,140.0,2.126666667,1.666666667,2.0,9.333333333,0.0,13.0,0.333333333,2.0,0.666666667,0.0,3.0,25.58666667,0.0,0.0,185.6666667,0.128205128,0.153846154,0.717948718,0.0,0.0,0.013137934,0.005839082
157,Rh4Si4,0.305,3.05e-05,11.70677478,0.062222247,0.405779436,0.096171359,0.041790099,0.620609413,21.78958126,13.35490464,52.5902087,386.5893449,3.51444859,1.405779436,21.78958126,0.267098093,0.702889718,1.405779436,5.623117743,0.0,3.51444859,0.702889718,2.811558872,1.405779436,0.0,0.702889718,4.779650082,0.543333752,0.0,1.405779436,29.5,68.5,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,65.4955,1962.0,11.5,4.0,126.5,2.09,1.5,1.0,4.0,0.0,6.5,0.5,2.0,1.0,0.0,3.5,17.04,0.3865,0.0,226.0,0.230769231,0.153846154,0.615384615,0.0,0.0,0.035456166,0.017728083
158,Ge4La2Rh2,0.422,4.22e-05,10.35714812,0.107106839,0.576943007,0.213775348,0.120363967,0.496867029,15.90646135,38.50560738,41.1409256,501.5473989,6.823496317,1.262775426,49.6946844,0.593322502,0.479885341,1.506312479,5.073646786,0.0,6.823496317,0.479885341,3.012624957,5.073646786,0.0,3.027981275,11.57401077,0.28845884,0.0,15.79819479,41.5,57.5,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,96.7727425,1463.2,10.0,4.75,147.25,1.85,1.75,1.0,7.25,0.0,10.0,0.25,2.0,2.75,0.0,5.0,24.136875,0.1915,0.0,217.25,0.175,0.1,0.725,0.0,0.0,0.29397173,0.088011617
159,Na2Pt4,0.504,5.04e-05,13.12393057,0.057692758,0.190869456,0.072116391,0.066906061,0.668715049,35.46144603,32.28579414,91.08522798,884.17029,4.763477825,1.587825942,15.87825942,0.714521674,0.0,0.0,4.763477825,7.409854394,12.17333222,0.0,0.0,0.529275314,0.0,0.529275314,7.528059214,0.0,0.0,2.117101255,55.66666667,42.66666667,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,137.7192564,1484.556667,7.0,5.0,146.0,1.83,1.0,0.0,6.0,9.333333333,16.33333333,1.0,0.0,0.666666667,0.0,1.666666667,19.76111111,0.0,0.0,226.3333333,0.06122449,0.0,0.367346939,0.571428571,0.0,0.365948438,0.16264375
160,Cl4K2Pd1,1.39699,0.000139699,8.711177302,0.109046634,0.473414177,0.229581883,0.104615832,0.330795292,7.126230357,55.63607188,16.79997945,432.973442,10.01648671,0.932438672,62.00299177,1.45403638,0.932438672,3.60992276,2.104541205,0.0,3.939758926,0.551399427,0.721984552,0.0,0.0,0.21045412,28.9260226,1.799907488,0.0,118.4451106,21.71428571,63.42857143,0.654653671,0.597048457,0.575065028,0.572069151,0.571484405,46.63265714,455.3585714,11.42857143,3.571428571,136.1428571,2.354285714,1.428571429,2.857142857,1.428571429,0.0,5.714285714,0.285714286,0.571428571,0.0,0.0,0.857142857,36.9447619,1.424571429,0.0,134.1428571,0.25,0.5,0.25,0.0,1.0,0.745613369,0.30798534
161,Ce4In2Pt4,0.389,3.89e-05,11.08278705,0.059341012,0.467201524,0.224562797,0.116565224,0.562929569,16.76117221,39.76134881,46.27059426,887.5245793,6.252363098,0.363066451,49.77895113,0.824151935,0.674678707,0.363066451,6.263825017,9.133889648,14.05981917,0.674678707,1.815332254,6.263825017,9.58873267,14.56314808,15.80801203,0.0,0.0,40.88369472,64.2,46.2,0.6,0.514256318,0.460906324,0.441881842,0.428730313,157.0436,1330.91,7.8,5.8,164.4,1.716,1.6,0.2,6.0,6.0,13.8,0.4,1.0,4.0,5.2,10.6,25.756,0.0,0.0,195.4,0.115942029,0.014492754,0.434782609,0.434782609,0.0,0.285662686,0.117614754
162,Ba1Ge3Pt1,0.614,6.14e-05,10.59391306,0.103467705,0.39373338,0.136676556,0.09285764,0.508042626,23.91453345,33.15525355,63.85945819,411.6376955,5.956216718,1.281674419,43.75796567,0.579742363,0.387929111,1.281674419,4.457813575,5.431007547,8.968592927,0.387929111,2.563348837,0.387929111,0.0,2.129891389,20.31005682,0.245440651,0.0,1.69643394,46.0,61.8,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,110.0662,1335.12,10.8,4.8,142.2,1.84,1.8,1.2,7.8,2.8,13.6,0.2,2.4,0.2,0.0,2.8,29.525,0.2298,0.0,225.8,0.132352941,0.088235294,0.573529412,0.205882353,0.0,0.3830856,0.09958652
163,Ga2Y2,0.49,4.9e-05,10.30917306,0.07639887,0.444932844,0.115730973,0.067934642,0.508070427,5.779731376,44.79291817,13.858965,1080.874789,7.22466422,0.722466422,49.1277167,0.426255189,0.0,0.722466422,6.502197798,0.0,7.22466422,0.0,3.61233211,6.502197798,0.0,2.889865688,9.758715196,0.0,0.0,93.92063486,35.0,43.0,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,79.314425,1050.955,8.0,4.5,156.0,1.515,2.0,0.5,5.5,0.0,8.0,0.0,2.5,4.5,0.0,7.0,25.61125,0.0,0.0,129.0,0.25,0.0625,0.6875,0.0,0.0,0.083345821,0.041672911
164,Cd4Dy16Rh4,0.48,4.8e-05,11.89621934,0.062591545,0.440735325,0.14280428,0.085497245,0.53271715,10.90607299,18.14509546,30.71129509,435.0577344,4.04267752,0.553657426,27.20238267,0.445132723,0.313413105,0.0,4.909748051,5.536574262,0.940239316,0.313413105,0.0,0.626826211,2.214629705,1.274390389,8.337740203,0.0,0.0,9.715806268,59.5,42.16666667,0.707106781,0.673540003,0.66692688,0.666678292,0.666666794,144.2194167,1595.203333,5.5,5.666666667,175.6666667,1.475,1.833333333,0.0,3.0,6.666666667,11.5,0.166666667,0.0,0.333333333,2.666666667,3.166666667,26.34916667,0.0,0.0,199.1666667,0.15942029,0.0,0.260869565,0.579710145,0.0,0.244896158,0.0709912
165,Ba1O3Ti1,0.361,3.61e-05,10.63529004,0.07344465,0.663024806,0.40450506,0.236844767,0.44691951,25.23277675,48.58361162,62.52431259,1071.382679,10.18361162,2.4,96.35608534,1.752951453,0.0,3.11344465,0.71344465,0.0,2.4,0.0,1.556722325,2.8537786,0.0,2.983611625,25.6787309,0.0,8.04e-06,156.4190909,20.4,62.6,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,46.63844,621.08,10.8,3.2,114.6,2.55,2.0,2.4,0.4,0.0,4.8,0.0,1.2,1.6,0.0,2.8,21.519,0.0,4.51e-06,91.8,0.416666667,0.5,0.083333333,0.0,1.0,0.803211356,0.343456685
166,Br6K2Re1,0.974,9.74e-05,11.46842673,0.049916534,0.45142675,0.240877993,0.162319209,0.384513009,14.73290969,49.55067361,38.37209268,626.326947,9.151392689,0.372101133,43.58904399,1.17236974,0.455680439,3.208655028,5.487057222,2.604707934,8.035089289,0.455680439,0.641731006,0.930252834,0.0,0.744202267,22.63801826,0.935002075,0.0,99.37384608,35.88888889,70.0,0.711458249,0.675800222,0.667231552,0.666710546,0.666667797,82.64751111,636.3177778,12.33333333,4.222222222,141.8888889,2.366666667,1.777777778,3.333333333,7.222222222,1.555555556,13.88888889,0.222222222,0.666666667,0.555555556,0.0,1.444444444,37.52759259,0.971333333,0.0,115.1111111,0.128,0.24,0.52,0.112,1.0,0.681744258,0.250769715
